service_id,name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,area_id,borough_name,phone,website,email,hours,services,sources,legacy_center_id,serves_indigenous,serves_immigrant,gender_focus,age_groups
SVC_44df7828d6,FÉDÉRATION DES MÉDECINS SPÉCIALISTES DU QUÉBEC,Other,Other,"2 Complexe Desjardins, Suite 3000, Ville-Marie, Montréal, QC, H5B 1G8",45.507457,-73.564418,1,approximate,,,1 800 561-0703,fmsq.org/en,info@fmsq.org,Monday to Friday 8h30 to 17h00,"Defense and promotion of economic, professional, scientific and social interests of specialized physicians.* Representation in negotiations with the government.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_fc59b51504,FÉDÉRATION DES OSBL D'HABITATION DE MONTRÉAL,Shelter,Shelter,"2310 De Maisonneuve Boulevard East, Ville-Marie, Montréal, QC, H2K 2E7",45.50108,-73.568126,1,approximate,,,514 527-5720,fohm.org,info@fohm.org,Monday to Friday 9h00 to 17h00,"Grouping of non-profit housing organizations.* Assessment of buildings.* Organizational support, training.* Administrative, financial and property management.* Community support intervention.* Insurance and prevention mutual.* Directory of non-profit housing organizations.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_dc9e2b47d4,FÉDÉRATION DES SOCIÉTÉS D'HORTICULTURE ET D'ÉCOLOGIE DU QUÉBEC,Legal,Legal,"7665 Lacordaire Boulevard, Saint-Léonard, Montréal, QC, H1S 2A7",45.582659,-73.586853,1,approximate,,,514 252-3010,fsheq.com,fsheq@fsheq.com 431,Monday to Friday 9h00 to 16h00,"Grouping of horticultural societies, beautification committees and other organizations dedicated to horticulture.* Representation and advocacy of the interests of members.* Promotion of horticulture, ecology and environmental protection.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_20b4fba904,FÉDÉRATION DES ÉTABLISSEMENTS D'ENSEIGNEMENT PRIVÉS,Education & Literacy,Education & Literacy,"1940 Henri-Bourassa Boulevard East, Ahuntsic-Cartierville, Montréal, QC, H2B 1S2",45.541862,-73.680319,1,approximate,A007,Ahuntsic-Cartierville,514 381-8891,www.feep.qc.ca,info@feep.qc.ca,Monday to Friday 8h30 to 12h00 and 13h00 to 16h30,"Grouping of private schools.* Promotion of private education and the collective interests of members at preschool, primary and secondary levels.* Support to member institutions through development services.* Directory: VIndependent Schools Quebec | FEEP",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_4dff98f91b,FÉDÉRATION DU QUÉBEC POUR LE PLANNING DES NAISSANCES,Medical,Medical; Legal; Youth & Family; Education & Literacy,"469 Jean-Talon Street West, Suite 335, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1R4",45.528994,-73.623396,1,approximate,A001,Villeray-Saint-Michel-Parc-Extension,514 866-3721,www.fqpn.qc.ca,info@fqpn.qc.ca,Monday to Thursday 9h00 to 17h00,"Feminist sexual and reproductive health advocacy and public education grouping.* Information, referral and awareness-raising on family planning, infertility, sexual health, abortion, access to reproductive health care and contraception.* Production of educational tools, training, workshops, conferences and symposia.* Online directory of resources on abortion, vasectomy, IUD insertion and STBBI screening: fqpn.qc.ca/trouver-de-laide",211,,0,0,Female,Under 25
SVC_c5b84e1b3c,FÉDÉRATION HISTOIRE QUÉBEC,Other,Other,"7665 Lacordaire Boulevard, Saint-Léonard, Montréal, QC, H1S 2A7",45.582659,-73.586853,1,approximate,,,514 525-3031,histoirequebec.qc.ca,fshq@histoirequebec.qc.ca,,"Grouping of organizations responsible for the preservation, documentation and dissemination of history and heritage.* Member services: tools, training, information, etc.* Publishing house and foundation.* Online directory of member organizations: histoirequebec.qc.ca/repertoire-des-organismes-membres",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_0a86cd9eab,FÉDÉRATION PROFESSIONNELLE DES JOURNALISTES DU QUÉBEC,Legal,Legal,"1255 Robert-Bourassa Boulevard, Suite 608, Ville-Marie, Montréal, QC, H3B 3V9",45.503102,-73.569279,1,exact,,,514 522-6142,www.fpjq.org,info@fpjq.org,,Representation and defence of the professional interests of journalists.* Advocacy for press liberty and public's right to honest and complete information.* Professional and ethical guidance.* Directory of members: www.fpjq.org/repertoire-des-membres,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_f38ee9904c,FÉDÉRATION QUÉBÉCOISE DES CLUBS DE SCRABBLE FRANCOPHONE,Community & Advocacy,Community & Advocacy,"7665 Lacordaire Boulevard, Saint-Léonard, Montréal, QC, H1S 2A7",45.582659,-73.586853,1,approximate,,,514 252-3007,fqcsf.qc.ca,fqcsf@fqcsf.qc.ca,Monday to Friday 9h00 to 17h00,Grouping of French-speaking scrabble clubs.* Information and referral.* Tournaments.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_670fd12700,FÉDÉRATION QUÉBÉCOISE DES MASSOTHÉRAPEUTES AGRÉÉS,Medical,Medical,"110 Crémazie Boulevard West, Suite 201, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2P 1B9",45.54023,-73.64197,1,exact,A001,Villeray-Saint-Michel-Parc-Extension,1 800 363-9609,www.fqm.qc.ca/en,administration@fqm.qc.ca,Monday to Friday 8h30 to 16h30,* Monitoring compliance with norms and standards of the profession.* Support for massage therapists in their professional practice.* Information and public protection.* Promotion of massage therapy benefits.* Directory: www.fqm.qc.ca/en/search-masso,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_458d521d16,FÉDÉRATION ÉTUDIANTE COLLÉGIALE DU QUÉBEC,Legal,Legal,"824 Sainte-Croix Avenue, Saint-Laurent, Montréal, QC, H4L 3Y4",45.513738,-73.676529,1,exact,,,514 396-3320,www.fecq.org,info@fecq.org,Monday to Friday 9h00 to 17h00,Defence and promotion of college students' rights and interests.,211,,0,0,All,Under 25
SVC_fc228e17ce,GAMBLING: HELP AND REFERRAL,Community & Advocacy,Community & Advocacy,Confidential Address,,,0,,,,514 527-0140,aidejeu.ca/en,jar@aidejeu.ca,24 hours / 7 days,"Free, bilingual and confidential telephone service for information, support and referral regarding compulsive gambling and gaming.* Referrals to appropriate services and resources throughout Québec.* Online help through website and chat.* Telecounseling program for compulsive gamblers: short intervention done over the phone.* Managed by the Information and Referral Centre of Greater Montréal.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_dff625d36c,GANG À RAMBROU (LA),Recreation & Culture,Recreation & Culture,"3920 de Rouen Street, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 1N3",45.578965,-73.538447,1,approximate,A005,Mercier-Hochelaga-Maisonneuve,438 333-4264,rambrou.ca,rambrou@gmail.com,"Monday to Friday: 8h30 to 15h30, every second weekend: 8h30 to 15h30","Specialized organization that promotes social inclusion through the use of artistic media such as the performing and visual arts.* Social participation, integration and inclusion.* Performing arts, visual arts and music workshops.* Summer and spring break music camps in Abitibi.* Adapted job training program for adults wanting to explore performing arts occupations: costume design, production sets and other artistic projects.* Costume rental.* Mini-shop.* Bi-monthly weekend respite for adolescents and adults with ASD.* Artistic activities for caregivers.* Training as an artistic assistant - mediator.",211,,0,0,All,Under 25; 25-44; 45-64
SVC_d507edfd67,GARDE-MANGER POUR TOUS (LE),Food,Food; Education & Literacy,"755 Des Seigneurs Street, Le Sud-Ouest, Montréal, QC, H3J 1Y2",45.529,-73.587,1,exact,A010,Le Plateau-Mont-Royal,514 931-8830,garde-manger.qc.ca,gmpt@garde-manger.qc.ca,Monday to Friday 8h30 to 16h00,* Food distribution to community organizations.* Meals in elementary schools.* Social and professional integration programs.,211; food_banks,CTR_064969f6,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_2c7a451c2b,GAY AND GREY MONTRÉAL,Gender & LGBTQ+,Seniors; Gender & LGBTQ+; Recreation & Culture,Confidential Address,,,0,,,,514 487-6760,gayandgreymontreal.com,info@ggmtl.org,"variable according to the activity, weekly meetings when possible","Social group seeking to break isolation for English-speaking 2SLGBTQI+ seniors.* Recreational activities: museum visits, movies, dinners, physical activity, etc.* Weekly meeting.* Promotion of access to resources.* Raising awareness of community resources.",211,,0,0,All,65+
SVC_94ee721b4d,GCC LA VIOLENCE,Shelter,Shelter; Seniors; Youth & Family; Education & Literacy,"545 Joliette Street, Suite 3, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 3E3",45.503182,-73.569806,1,approximate,,,514 257-9028,gcclaviolence.com,dg@gcclaviolence.com 126,"activities: variable, Tuesday to Saturday, office: Monday to Friday 8h30 to 16h00","Prevention of violence and crime.* Intervention in schools and organization.* L'Apparte: social intervention for children and families living in public housing in Hochelaga-Maisonneuve, activities for young people, and community work with young people and seniors.* Studio Jeunesse: social intervention for teenagers living in public housing in Hochelaga-Maisonneuve and the surrounding neighborhood.* La Tour: intervention with seniors and people living alone in the Hochelaga housing tower.",211,,0,0,All,Under 25; 65+
SVC_f5ccb10400,GEIPSI,Shelter,Shelter,"1223 Ontario Street East, Ville-Marie, Montréal, QC, H2L 1R5",45.521446,-73.562339,1,exact,,,514 523-0979,www.geipsi.ca,info@geipsi.ca,"Monday, Tuesday and Wednesday: 9h00 to 12h00 and 13h00 to 16h00, Thursday: 9h00 to 12h00","Drop in centre.* Individual and one-time support.* Intervention and referrals by phone.* External accompaniment and assistance with procedures and individual meetings with a counsellor* Peer support.* Sexology service.* Housing project and external support.* Activities and outings.* Community lunches.* Needle exchange, condom distribution.* Thematic workshops once per month.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_06a73c9070,GENDER CREATIVE KIDS CANADA,Medical,Medical; Legal; Youth & Family; Education & Literacy,"5425 de Bordeaux Street, Le Plateau-Mont-Royal, Montréal, QC, H2H 2P9",45.539706,-73.582655,1,exact,A010,Le Plateau-Mont-Royal,,gendercreativekids.com,administration@contactgckc.com,,"Support and awareness for the inclusion of trans and non-binary youth.* Information, support and referral by email or online.* Support groups for parents of trans children and trans youth.* Support meetings for parents and guardians of trans children.* Hi Sam: educational guide for elementary school teachers addressing issues related to gender identity, roles, stereotypes and norms.* Gender Essentials: accessories to support gender affirmation.* Directory of trans-friendly therapy services providers: http://jeunesidentitescreatives.com/services* Festive and social activities for families: appel picking, sugar shack, winter party, etc.* Advocacy and promotion of the interests.* Public awareness and education.",211,,0,0,All,Under 25
SVC_a6a4541071,GESTION DES TROIS PIGNONS,Shelter,Shelter,"1850 Bercy Street, Suite 201-B, Ville-Marie, Montréal, QC, H2K 2V2",,,0,,,,514 524-3015,gestiondestroispignons.ca,info@g3p.ca,Monday to Friday 7h00 to 12h00 and 13h00 to 16h30,Housing for people on a low and moderate income with services.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_8778d71705,GIRL GUIDES OF CANADA - QUÉBEC COUNCIL,Other,Other,Confidential Address,,,0,,,,1 800 565-8111,www.girlguides.ca/web/qc-en,info@guidescanada.ca,,"* Promotion of girls' confidence, responsibility, initiative and courage through an age-appropriate program.* Recognition-based activities.* Ecological projects.",211,,0,0,Female,Under 25; 25-44; 45-64; 65+
SVC_afc690e35c,GIRL'S PROGRAM - HER GENERATION,Medical,Medical; Youth & Family; Education & Literacy,"620 du Bord-du-Lac-Lakeshore Road, Suite 202, Dorval, Montréal, QC, H9S 2B6",45.439725,-73.735431,1,exact,,,514 898-9805,generationelles.ca,info@generationelles.ca,Monday to Saturday 9h00 to 17h00,"Educational, mentoring and networking program for girls and teens to reinforce personal, emotional and social skills.* Conflicts, violence, bullying, addiction and mental health prevention workshops: anxiety, stress, depression, sadness, etc.* Self-defence strategies.",211,,0,0,Female,Under 25
SVC_82f6b4a8da,GO JEUNESSE,Youth & Family,Youth & Family; Education & Literacy; Recreation & Culture,"200 Ontario Street East, Suite 3004, Ville-Marie, Montréal, QC, H2X 1H3",45.511298,-73.565779,1,approximate,,,438 410-5485,www.gojeunesse.org,goadmin@gojeunesse.org,"office hours: Monday through Friday 9h00 à 17h00, programs and events: Monday through Friday 15h00 à 20h00",Sports and educational activities aimed at preventing school dropout.* Sports training for the 12 to 17 years old.* Day camps during the summer and school breaks for the 6 to 17 years old.* Homework help and tailored academic support.* Support services for the 17 to 29 years old.,211,,0,0,All,Under 25
SVC_4f148f15e9,GRACE DART EXTENDED CARE CENTRE,Shelter,Shelter,"5155 Sainte-Catherine Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1V 2A5",45.578965,-73.538447,1,approximate,A005,Mercier-Hochelaga-Maisonneuve,514 255-2834,ciusss-ouestmtl.gouv.qc.ca/contact-localisation/centres-dhebergement-et-de-soins-de-longue-duree- chsld/centre-de-soins-prolonges-grace-dart,,,Permanent or transitory housing and long term care.* Users committee: website,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_7c1c21d445,GRAME,Medical,Medical,"735 Notre-Dame Street, Suite 202, Lachine, Montréal, QC, H8S 2B5",45.472559,-73.611669,1,approximate,A003,Cote-des-Neiges-Notre-Dame-de-Grace,514 634-7205,www.grame.org,info@grame.org,variable,Promoting sustainable development and environmental protection.* Issuing recommendations that promote healthy ecosystems.* Environmental education and awareness programs.* Direct intervention in the field.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_085292d6b6,GRAND CHEMIN - MONTRÉAL (LE),Shelter,Shelter; Medical; Education & Literacy,"7070 Perras Boulevard, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1E 1A4",45.623085,-73.611447,1,exact,A012,Riviere-des-Prairies-Pointe-aux-Trembles,514 381-1218,www.legrandchemin.qc.ca,info@legrandchemin.qc.ca,"office: Monday to Friday 8h30 to 16h30, housing: 24 hours / 7 days",In-patient Rehabilitation Centre for 8 to 10 weeks.* Separate programme for addiction to substances.* Separate programme for excessive gambling.* Separate programme for problematic Internet use.* Combined programme for addictions.* Evaluation.* Therapy services with housing.* Group meetings.* Individual follow-up.* Intervention towards close ones.* School program for residents.* Intervention by nature and adventure program.* Outpatient social reintegration service.* Health follow-up.,211,,0,0,All,Under 25
SVC_5136648944,GRAND POTAGER,Food,Food,"7000 LaSalle Boulevard, Verdun, Montréal, QC, H4H 2T1",45.44003,-73.579515,1,exact,A006,Verdun,,www.grandpotager.ca/en/home,direction@grandpotager.org,by appointment,Urban agriculture resource centre.* Garden seedling production.* Grouping of food security and seedling projects.* Support and resources to urban agriculture community groups.* Social economy development.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_3fee091353,GRAND ÂGE (LE),Shelter,Shelter; Seniors,Confidential Address,,,0,,,,514 527-5720,,,FOHM office: Monday to Friday 9h00 to 17h00,Subsidized housing for seniors.* Studios and 3½.* Automatic doors.* Community support.,211,,0,0,All,65+
SVC_38c5b9eebb,GRANDE PORTE (LA),Food,Food; Youth & Family; Education & Literacy; Material Aid; Recreation & Culture,"8649 24th Avenue, Suite 4 or 7, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H1Z 3Z5",,,0,,,,514 721-1747,www.grandeporte.org,info@grandeporte.org,Monday to Friday 9h00 to 17h00,"* Living environment, animation, activities and support for youth.* Stimulation and support for children.* Youth socioprofessional integration program.* Youth prevention services.* Outreach work, intervention.* Coordination.* Day camp.* Meals at Saint-Noël-Chabanel primary school.* Distribution of school supplies. 321",211,,0,0,All,Under 25
SVC_b29028abd1,GRANDE VADROUILLE (LA),Other,Other,"4450 Saint-Hubert Street, Suite 411, Le Plateau-Mont-Royal, Montréal, QC, H2J 2W9",45.525168,-73.58065,1,approximate,A010,Le Plateau-Mont-Royal,514 341-0443,grandevadrouille.com/en,info@grandevadrouille.com,Monday to Friday 9h00 to 16h30,Domestic assistance.* Personal assistance services.* Housekeeping and spring cleaning.* Respite care for caregivers.* Assistance with packing for a house move.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_62eea7f28f,GREEK CANADIAN SENIOR CITIZENS ASSOCIATION OF MONTRÉAL-ASKLIPIOS,Seniors,Food; Medical; Legal; Translation; Immigration & Newcomers; Employment & Income; Seniors; Community & Advocacy,"549 Jarry Street West, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1G1",45.537104,-73.625126,1,approximate,A001,Villeray-Saint-Michel-Parc-Extension,"1
514 271-7224",,asklipios@hotmail.com,"7 days, 7h00 to 16h00, office: Monday to Friday 9h00 to 15h00","Day centre.Support* Information and referral.* Assistance with filling out forms.* Security phone calls.* Friendly visits.* Information on seniors' rights.* Accompaniment and transportation to medical appointments and outings by volunteers.* Respite care in the home.* Tax clinic.Food* Community meals.* Christmas baskets.Activities* Social activities, coffee-chats, outings.* Yoga courses.* Conferences.Immigration and cultural communities* Translation.* Promotion of Greek culture.",211,,0,1,All,25-44; 45-64; 65+
SVC_b339c70fa7,GREEN PIRATES (THE),Food,Food,"3437 Sainte-catherine Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 2E1",45.578965,-73.538447,1,approximate,A005,Mercier-Hochelaga-Maisonneuve,,www.lespiratesverts.org,infos@lespiratesverts.org,"food distribution: variable, visit their website or Facebook page",Walk-in Food bank.* Food distribution.* Emergency food distribution.* Saturday meal: hot meal with coffee for anyone.* Recovery and pick-up of food surplus.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_c47c91a0ca,GREENE AVENUE COMMUNITY CENTRE,Community & Advocacy,Seniors; Youth & Family; Education & Literacy; Community & Advocacy; Recreation & Culture,"1090 Greene Avenue, Westmount, Montréal, QC, H3Z 1Z9",45.484663,-73.585414,1,exact,A009,Westmount,514 931-6202,centregreene.org,info@centregreene.org,"Monday to Sunday, seniors' meals: September to May, 2nd and 4th Wednesday of the month 12h15 to 14h00, day camps: January, spring break, summer, pedagogical days","* After-school program.* Day camps.* Community lunches for seniors.* Sports, creative and educational activities.* Workshops.* Hall rental.",211,,0,0,All,Under 25; 65+
SVC_821c49bdd8,GRIFFIN HOUSING COOPERATIVE,Shelter,Shelter,"160 Murray Street, Suite 100, Le Sud-Ouest, Montréal, QC, H3C 0S4",45.488891,-73.564634,1,exact,A011,Le Sud-Ouest,,,selectiongriffin@gmail.com,,Housing cooperative.* Social housing: participation of all members in regular tasks for 10 hours per month.* Some adaptable units are available with a home adaptation grant. 2029,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_36951edd5e,GRIS-MONTRÉAL,Education & Literacy,Education & Literacy,"3155 Hochelaga Street, Suite 201, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 1G4",45.54244,-73.554441,1,approximate,A005,Mercier-Hochelaga-Maisonneuve,514 590-0016,www.gris.ca,info@gris.ca,Monday to Friday 9h00 to 17h00,Demystification of sexual and gender diversity primarily in school environment.* Information and awareness.* Referral to participants towards the right resources.* Workshops and interventions.* Research work.,211,,0,0,All,Under 25
SVC_da91e91e72,GROSSESSE-SECOURS,Youth & Family,Youth & Family; Community & Advocacy,"79 Beaubien Street East, Rosemont—La Petite-Patrie, Montréal, QC, H2S 1R1",45.531088,-73.607847,1,exact,,,1 877 271-0555,www.grossesse-secours.org/en,info@grossesse-secours.org,"in-office appointments, pregnancy tests, counselling: Monday through Friday 9h00 to 17h00, phone and chat helpline: 9h00 to 21h00, 7 days","* Confidential and pro-choice listening and chat line for anyone concerned by a pregnancy, planned or not: listening, information and referrals.* Free pregnancy tests.* Individual meetings on site.* Sex education workshops for teenagers.* Free contraceptive prescription, with or without RAMQ coverage.* Distribution of free menstrual products.* Abortion support.",211,,0,0,All,Under 25
SVC_e287d7e939,GROUPE AMORCE,Medical,Medical; Youth & Family,Confidential Address,,,0,,,,514 355-8064,groupeamorce.com,info@groupeamorce.com,"variable, groups in the afternoon and evening","* Assessment and intervention for men who have commited a sexual offence against children or adolescents.* Open weekly support groups led by professionals (sexologists or psychologists).* Therapy groups with targeted goals, led by professionals.* Support group for close ones.* Sex education workshops by sexologists.* Individual follow-up.* Pre-trial assessment by clinical sexologists.",211,,0,0,Male,Under 25
SVC_9e824d00b9,GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,Shelter,Shelter; Food; Medical; Employment & Income; Indigenous,"2103 Sainte-Catherine Street East, Ville-Marie, Montréal, QC, H2K 2H9",45.50108,-73.568126,1,approximate,,,514 597-0238,www.itineraire.ca,direction@itineraire.ca,Monday to Friday 9h00 to 17h00,"Accompaniment of marginalized people.* Publication of L'Itinéraire magazine.* The Roundhouse Café: job integration for Indigenous people, meal vouchers and meals for homeless people.* Café L'Itinéraire: place of meeting and exchange, referral, meals for members and vendors of L'Itinéraire.* Sale and distribution of meal vouchers for full meals at partner restaurants.* Distribution of new injection equipment to drug users (free service).* Distribution of Naloxone.* Tax clinic for members.",211,,1,0,All,25-44; 45-64
SVC_8679ea76ad,GROUPE CONSEIL EN DÉVELOPPEMENT DE L'HABITATION,Shelter,Shelter,"1000 Atateken Street, Suite 201, Ville-Marie, Montréal, QC, H2L 3K5",45.503182,-73.569806,1,approximate,,,514 849-7800,www.groupecdh.com,info@groupecdh.com,Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,* Assistance with the development of community real-estate projects.* Accompaniment of organizations who have major works to do on their buildings.* Cooperative management and home ownership training for organizations.* Complete administrative support.* Waiting list for people in search of housing.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_a76214ae3f,GROUPE CONSEIL SAINT-DENIS,Employment & Income,Employment & Income; Education & Literacy,"1453 Beaubien East Street, Suite 302, Rosemont—La Petite-Patrie, Montréal, QC, H2G 3C6 Fax: 514 278- 2493",45.503182,-73.569806,1,approximate,,,,gcsd.qc.ca,accueil@gcsd.qc.ca,"Monday to Thursday 8h30 to 16h30, Friday 8h30 to 12h00 and 13h00 to 16h00, every other Tuesday 8h30 to 7h30",* Guidance and professional choice.* Skills assessment.* Career transition.* Back to work post-job burnout.* Work balance workshop.* Academic and career information.* Job search coaching.* School for adults.* Service for employers.,211,,0,0,All,Under 25; 25-44; 45-64
SVC_7e39badc99,GROUPE D'AIDE ET D'INFORMATION SUR LE HARCÈLEMENT SEXUEL AU TRAVAIL,Other,Other,"7245 Alexandra Street, Suite 305, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2R 2Y9",45.532902,-73.620902,1,exact,A001,Villeray-Saint-Michel-Parc-Extension,514 526-0789,gaihst.qc.ca/home,info@gaihst.qc.ca,"Monday to Friday 9h00 to 17h00, by appointment","* Case handling: technical and moral support, listening, intervention, short and long-term follow-up.* Information and awareness sessions.* Training sessions for companies' resource persons.* Monthly coffee meetings.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_c56acb8e82,GROUPE D'ENTRAIDE ALZHEIMER DE MONTRÉAL-NORD,Legal,Legal; Community & Advocacy,"12004 Roland Boulevard, Suite 226, Montréal-Nord, Montréal, QC, H1G 3W1",45.5503,-73.500199,1,exact,,,"1
450 963-6375",,moniquehuguette@bell.net,"September to June: 2nd Monday of the month, daytime, except for October: 3rd Monday",Monthly self-help group.* Monthly meeting group for caregivers.* Information on the disease and on rights.* Conferences.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_046a10eff9,GROUPE D'ENTRAIDE LACHINE,Food,Food; Youth & Family; Recreation & Culture,"1310 Notre-Dame Street, Lachine, Montréal, QC, H8S 2C8",45.472559,-73.611669,1,approximate,A003,Cote-des-Neiges-Notre-Dame-de-Grace,514 639-4941,groupedentraidelachine.ca,info@grentraidelachine.ca 712,day centre: Monday to Friday 9h00 to 16h00,* Day centre.* Individual accompaniment.* Community dinners.* Collective kitchens.* Personal development workshops.* Recreational activities and outings.* Les Habitations Normand Bergeron: supervised apartments.* Support groups.* Summer camp.,211,,0,0,All,Under 25
SVC_c6b0c49b39,GROUPE D'ENTRAIDE MATERNELLE DE LA PETITE PATRIE,Youth & Family,Youth & Family; Material Aid,"6848 Christophe-Colomb Avenue, Rosemont—La Petite-Patrie, Montréal, QC, H2S 2H2",45.540012,-73.607069,1,exact,,,514 495-3494,groupedentraidematernelle.org,info@gem-pp.org,"Monday to Friday 9h00 to 16h30, thrift store: Tuesday 9h30 to 12h00, Wednesday and Thursday 13h00 to 15h00, Friday on appointment between 9h00 to 17h30","Weekly support group.* Daycare during meetings and on Friday morning.* Home visits for postpartum care* Activities program during the week for parents and their children.* Thrift store: clothes for children 0 to 5 years old, maternity and breastfeeding clothes, toys, books, etc.* Emergency donations: infant formula, diapers, clothes, care products, on referral only.* Conferences and workshops.",211,,0,0,All,Under 25
SVC_e18c192376,GROUPE D'INTERVENTION ALTERNATIVE PAR LES PAIRS,Youth & Family,Youth & Family,"1300 Sanguinet Street, Ville-Marie, Montréal, QC, H2X 3E7",45.512391,-73.560742,1,exact,,,514 847-0067,cactusmontreal.org/programmes/giap,agentpairs@cactusmontreal.org,closed on Fridays,"Youth program of Cactus Montréal working on a peer basis in order to prevent the transmission of HIV, VHC and other STBBI and the reduction of harm related to drug consumption and life on the streets.* Proximity intervention among the partner resources.* Group intervention to raise awareness about life on the streets, unsafe practices and their impacts.* Organisation of the Festival d'Expression de rue/Street expression Festival (FER) and the Pik-nik d'Expression de la rue/Street expression Pik-nik (PER).",211,,0,0,All,Under 25
SVC_1f65c07d8a,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE VERDUN-DE-L'ÉGLISE,Youth & Family,Youth & Family; Community & Advocacy,"55, rue de l'Église",45.462898,-73.564499,1,exact,A006,Verdun,,,,,,community_services,CTR_bd6ad07b,0,0,All,Under 25
SVC_7b93e061e6,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE ET CENTRE DE SERVICES AMBULATOIRES DE ST. MARY,Youth & Family,Youth & Family; Community & Advocacy,"3777, rue Jean-Brillant",45.494999,-73.623802,1,exact,A003,Cote-des-Neiges-Notre-Dame-de-Grace,,,,,,community_services,CTR_12c3ab21,0,0,All,Under 25
SVC_09fdd8a0cf,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE NOTRE-DAME,Youth & Family,Youth & Family; Community & Advocacy,"2120, rue Sherbrooke Est, 6e étage",45.530998,-73.562599,1,exact,,,,,,,,community_services,CTR_0b9296ea,0,0,All,Under 25
SVC_0c3703bf5e,GROUPE DE RECHERCHE ET D'INTERVENTION PSYCHOSOCIALE - MONTRÉAL,Medical,Medical,"4441 Saint-Denis Street, Le Plateau-Mont-Royal, Montréal, QC, H2J 2L2",45.523554,-73.581648,1,exact,A010,Le Plateau-Mont-Royal,514 726-4106,grip-prevention.ca/en,info@grip-prevention.ca 2534,Monday to Friday 9h00 to 16h00,"Local support and services aimed at preventing and reducing harm in popular and underground festive and other environments.* Preventive intervention on drugs in party scenes, colleges and universities, community organizations, etc.* Distribution of new injection equipment to drug users (free service).* Naloxone distribution.* Targeted prevention workshops.* Development of prevention tools.* Information booths.* Training for counsellors.* Interventions in festive environments.* Podcast BalaDope.* Mobile substance analysis for everyone: www.facebook.com/GRIPPrevention",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_4742d83baa,GROUPE DE RESSOURCES TECHNIQUES - BÂTIR SON QUARTIER,Community & Advocacy,Shelter; Youth & Family; Community & Advocacy,"2155 Saint-Patrick Street, Le Sud-Ouest, Montréal, QC, H3K 0B9",45.484268,-73.564987,1,approximate,A011,Le Sud-Ouest,514 933-2755,www.batirsonquartier.com,grt@batirsonquartier.com 433,Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,"Development and implementation of community housing projects.* Financial administration of the project during its implementation.* Administrative organization of social and community housing groups.* Management of housing requests for the cooperatives or non-profit housing projects in development.* Training groups in management and cooperative life, personalized support.* Development of non-residential projects: childcare centres, community centres, etc.* Gérer son quartier: acquisition, development and management of cooperative housing buildings.",211,,0,0,All,Under 25
