directory_id,org_name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,phone,website,email,coverage_area,hours,services,source_name,source_url,last_checked_date
DIR_cbc570226b,FRIPERIE MPC (LA),Material Aid,Material Aid,"1900 Grand Trunk Street, Le Sud-Ouest, Montréal, QC, H3K 1N9",45.484268,-73.564987,1,approximate,514 933-2507,www.madameprendconge.com,shanice@madameprendconge.com,Montréal Island,Tuesday to Saturday 12h00 to 17h00,"Recovery and sale of second-hand clothing at affordable prices.* Donations for emergency situations, upon referral.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_79268fe6a9,FRIPRUE,Material Aid,Material Aid; Community & Advocacy,Confidential Address,,,0,,,,friprue@hotmail.com,Montréal island,,"Sharing of resources without going through a thrift store or charity that resells donated goods.* Directory of street closets: closets where people in need can find clothing, everyday essentials (toothbrushes, gloves), etc: click here* Printable guides, volunteer chart, articles, information and events: click here",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_cd21d5399d,FRONT COMMUN DES PERSONNES ASSISTÉES SOCIALES DU QUÉBEC,Legal,Legal,"2520 Lionel-Groulx Avenue, Suite 322, Le Sud-Ouest, Montréal, QC, H3J 1J8",45.484083,-73.577061,1,exact,514 987-1989,fcpasq.qc.ca,,Province of Québec,Monday to Thursday 9h00 to 12h00 and 13h00 to 16h30,* Advocacy for people on social assistance.* Groupings.* Referral towards regional organizations.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1659d307e9,FRONT D'ACTION POPULAIRE EN RÉAMÉNAGEMENT URBAIN,Shelter,Shelter; Legal,"1431 Fullum Street, Suite 201, Ville-Marie, Montréal, QC, H2K 0B5",45.503182,-73.569806,1,approximate,514 522-1010,www.frapru.qc.ca,frapru@frapru.qc.ca,Province of Québec,Monday to Friday 9h00 to 17h00,"Group of organizations that intervenes with its own members, and especially with governments, to promote the right to housing and more specifically, social housing.* Defense of collective rights related to housing issues: planning, social housing, housing conditions.* Fight against poverty and promotion of social rights.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_2a6f590d8f,FRONT DE DÉFENSE DES NON-SYNDIQUÉ.E.S,Medical,Medical; Legal,"3115 Monsabré Street, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 2L3",45.578965,-73.538447,1,approximate,,,fdns.qc@outlook.com,Province of Québec,,"Coalition of community organizations and unions with the mission of advocacy for the rights of non- unionized workers.* Advocacy in the areas of labour standards, workplace health and safety and pay equity.* Advocacy with CNESST and Québec government for legislative changes to improve working and living conditions.* Information, awareness and autonomous popular education on the issues facing non-unionized workers.* Discussion and action space.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_fcb3abcf0c,FUNAMBULES MÉDIAS,Youth & Family,Youth & Family; Education & Literacy; Community & Advocacy,"2065 Parthenais Street, Suite 288A, Ville-Marie, Montréal, QC, H2K 3T1",45.530332,-73.557466,1,exact,"1
514 357-5456",funambulesmedias.org,info@funambulesmedias.org,Montréal Island,,"Organization that promotes the expression of the citizen's word and the development of critical thinking.* Video production in documentary cinema.* Audiovisual services.* Training adapted to citizen video.* Cinema under the stars: documentary screenings in Montréal parks, a space for exchange and discussion.* Travelling screenings: presentation of social and political films in alternative venues.* Virée documentaire: introductory documentary workshop, screenings near schools, choice of screenings voted by youth, discovery of cultural places in the neighbourhood.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_43bb981a5b,FUTURPRENEUR CANADA - BUREAU DU QUÉBEC,Youth & Family,Youth & Family,"2020 Robert-Bourassa Boulevard, Suite 2250, Ville-Marie, Montréal, QC, H3A 2A5",45.504193,-73.572408,1,exact,514 225-7035,www.futurpreneur.ca,info@futurpreneur.ca,Province of Québec,Monday to Friday 9h00 to 17h00,"Youth entrepreneurship support.* Pre-startup and startup assistance.* Accompaniment of part-time entrepreneurs.* Funding mentoring.* Online resource centre.* Financing up to $75,000.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_6a3b364998,FÉDÉRATION CJA,Other,Other,"5151 Côte-Sainte-Catherine Road, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3W 1M6",45.488978,-73.636317,1,exact,514 735-3541,www.federationcja.org/en,fcja@federationcja.org,Greater Montréal,,"Planning, coordination and organization of fundraising campaigns for various programs offering services to the community.* Support for local, national and overseas philanthropic causes.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_11b5512cad,FÉDÉRATION DE L'HABITATION COOPÉRATIVE DU QUÉBEC,Shelter,Shelter; Legal,"7000 du Parc Avenue, Suite 206, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1X1",45.529547,-73.620104,1,approximate,"1
514 843-6929",fhcq.coop/en,info@fhcq.coop,Province of Québec,Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,"Complete range of services based on housing cooperatives' needs.* Information and advice for housing cooperative members.* Training, management, and project support services.* Products resulting from group purchases.* Advocacy, promotion, and political representation.* Information on housing cooperatives.* List of housing cooperatives in Montréal.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_570446eb38,FÉDÉRATION DES ASSOCIATIONS DE FAMILLES MONOPARENTALES ET RECOMPOSÉES,Youth & Family,Youth & Family,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_e47416ae53,FÉDÉRATION DES CENTRES D'ACTION BÉNÉVOLE DU QUÉBEC,Community & Advocacy,Community & Advocacy,"1855 Rachel Street, 1st floor, Suite 102, Le Plateau-Mont-Royal, Montréal, QC, H2H 1P5",45.541637,-73.561606,1,approximate,1 800 715-7515,www.fcabq.org,admin@fcabq.org,Province of Québec,Monday to Friday 9h00 to 16h00,"Mobilization, support and representation of volunteer centres.* Promotion, recognition and development of volunteering practices.* Online documentation centre.* Provincial website of pairing between volunteer centres and non-profit organizations with volunteers: www.jebenevole.ca",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1bbdea91bf,FÉDÉRATION DES FEMMES DU QUÉBEC,Legal,Legal,"469 Jean-Talon Street West, Suite 319, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1R4",45.528994,-73.623396,1,approximate,514 876-0166,ffq.qc.ca,info@ffq.qc.ca,Province of Québec,by appointment,* Promotion of women's rights and advocacy.* Dialogue and mobilization within the women's movement.* Information dissemination and facilitation of exchanges between groups.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_29188e2eb7,FÉDÉRATION DES KINÉSIOLOGUES DU QUÉBEC,Other,Other,"2100 Édouard-Montpetit Boulevard, Suite 7203, Outremont, Montréal, QC, H3T 1J4",45.508882,-73.613229,1,exact,514 343-2471,www.kinesiologue.com/en,info@kinesiologue.com,Province of Québec,Monday to Friday 9h00 to 17h00,Professional association.* Promotion of members' interests.* Protection of the public.* Directory: www.kinesiologue.com/en/annuaire.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_7e29f156a1,FÉDÉRATION DES LOCATAIRES D'HABITATIONS À LOYER MODIQUE DU QUÉBEC,Legal,Legal,"2520 Lionel-Groulx Avenue, Suite 202, Le Sud-Ouest, Montréal, QC, H3J 1J8",45.484083,-73.577061,1,exact,1 800 566-9662,flhlmq.com,info@flhlmq.com,Province of Québec,Monday to Thursday 9h00 to 17h00,* Advocacy.* Representation of HLM tenants to different levels of government.* Information and technical support.* Publications.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_d81edfa049,FÉDÉRATION DES LOISIRS-DANSE DU QUÉBEC,Recreation & Culture,Recreation & Culture,Confidential Address,,,0,,514 730-6796,,jeangascon0@gmail.com,Province of Québec,variable,Management of social dance competitions.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_5934ade36c,FÉDÉRATION DES MAISONS D'HÉBERGEMENT POUR FEMMES,Shelter,Shelter; Legal; Domestic Violence & Safety; Youth & Family,Confidential Address,,,0,,514 878-9757,fmhf.ca,info@fmhf.ca,Province of Québec,Monday to Friday 9h00 to 17h00,Sharing and training for member shelters.* Promotion and awareness.* Advocacy for abused women victims and their children.* Member shelters representation.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_93b235bad6,FÉDÉRATION DES MOUVEMENTS PERSONNE D'ABORD DU QUÉBEC,Legal,Legal; Disability,"3958 Dandurand Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 1P7",45.550747,-73.58229,1,approximate,514 585-8074,fmpdaq.ca,info@fmpdaq.ca,Province of Québec,by appointment,Consultation for the defense of rights and interests of people living with an intellectual disability.* MPDA Online Directory: www.fmpdaq.ca/nos-projets * Mobilization and awareness.* Answers to various government consultations.* Partnership with other organizations in the community network.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0e52fb2d9c,FÉDÉRATION DES MÉDECINS OMNIPRATICIENS DU QUÉBEC,Legal,Legal,"2 Alexis-Nihon Place, 20th floor, Westmount, Montréal, QC, H3Z 3C1",45.503182,-73.569806,1,approximate,1 800 361-8499,www.fmoq.org,info@fmoq.org,Province of Québec,Monday to Friday 8h45 to 16h30 2487,Advocacy of professional and scientific interests of general practitioners.* Support for members.* Promotion of the quality of care and working conditions.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1ddd516e8a,FÉDÉRATION DES MÉDECINS SPÉCIALISTES DU QUÉBEC,Other,Other,"2 Complexe Desjardins, Suite 3000, Ville-Marie, Montréal, QC, H5B 1G8",45.507457,-73.564418,1,approximate,1 800 561-0703,fmsq.org/en,info@fmsq.org,Province of Québec,Monday to Friday 8h30 to 17h00,"Defense and promotion of economic, professional, scientific and social interests of specialized physicians.* Representation in negotiations with the government.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_2ce76507ac,FÉDÉRATION DES OSBL D'HABITATION DE MONTRÉAL,Shelter,Shelter,"2310 De Maisonneuve Boulevard East, Ville-Marie, Montréal, QC, H2K 2E7",45.50108,-73.568126,1,approximate,514 527-5720,fohm.org,info@fohm.org,Montréal Island,Monday to Friday 9h00 to 17h00,"Grouping of non-profit housing organizations.* Assessment of buildings.* Organizational support, training.* Administrative, financial and property management.* Community support intervention.* Insurance and prevention mutual.* Directory of non-profit housing organizations.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_a535e329bd,FÉDÉRATION DES SOCIÉTÉS D'HORTICULTURE ET D'ÉCOLOGIE DU QUÉBEC,Legal,Legal,"7665 Lacordaire Boulevard, Saint-Léonard, Montréal, QC, H1S 2A7",45.582659,-73.586853,1,approximate,514 252-3010,fsheq.com,fsheq@fsheq.com 431,Province of Québec,Monday to Friday 9h00 to 16h00,"Grouping of horticultural societies, beautification committees and other organizations dedicated to horticulture.* Representation and advocacy of the interests of members.* Promotion of horticulture, ecology and environmental protection.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_45089bbee7,FÉDÉRATION DES ÉTABLISSEMENTS D'ENSEIGNEMENT PRIVÉS,Education & Literacy,Education & Literacy,"1940 Henri-Bourassa Boulevard East, Ahuntsic-Cartierville, Montréal, QC, H2B 1S2",45.541862,-73.680319,1,approximate,514 381-8891,www.feep.qc.ca,info@feep.qc.ca,Province of Québec,Monday to Friday 8h30 to 12h00 and 13h00 to 16h30,"Grouping of private schools.* Promotion of private education and the collective interests of members at preschool, primary and secondary levels.* Support to member institutions through development services.* Directory: VIndependent Schools Quebec | FEEP",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_5f3ed3f35d,FÉDÉRATION DU QUÉBEC POUR LE PLANNING DES NAISSANCES,Medical,Medical; Legal; Youth & Family; Education & Literacy,"469 Jean-Talon Street West, Suite 335, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1R4",45.528994,-73.623396,1,approximate,514 866-3721,www.fqpn.qc.ca,info@fqpn.qc.ca,Province of Québec,Monday to Thursday 9h00 to 17h00,"Feminist sexual and reproductive health advocacy and public education grouping.* Information, referral and awareness-raising on family planning, infertility, sexual health, abortion, access to reproductive health care and contraception.* Production of educational tools, training, workshops, conferences and symposia.* Online directory of resources on abortion, vasectomy, IUD insertion and STBBI screening: fqpn.qc.ca/trouver-de-laide",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_42b1bfacc9,FÉDÉRATION HISTOIRE QUÉBEC,Other,Other,"7665 Lacordaire Boulevard, Saint-Léonard, Montréal, QC, H1S 2A7",45.582659,-73.586853,1,approximate,514 525-3031,histoirequebec.qc.ca,fshq@histoirequebec.qc.ca,Province of Québec,,"Grouping of organizations responsible for the preservation, documentation and dissemination of history and heritage.* Member services: tools, training, information, etc.* Publishing house and foundation.* Online directory of member organizations: histoirequebec.qc.ca/repertoire-des-organismes-membres",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8cd1428325,FÉDÉRATION PROFESSIONNELLE DES JOURNALISTES DU QUÉBEC,Legal,Legal,"1255 Robert-Bourassa Boulevard, Suite 608, Ville-Marie, Montréal, QC, H3B 3V9",45.503102,-73.569279,1,exact,514 522-6142,www.fpjq.org,info@fpjq.org,Province of Québec,,Representation and defence of the professional interests of journalists.* Advocacy for press liberty and public's right to honest and complete information.* Professional and ethical guidance.* Directory of members: www.fpjq.org/repertoire-des-membres,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_4e0c7b8117,FÉDÉRATION QUÉBÉCOISE DES CLUBS DE SCRABBLE FRANCOPHONE,Community & Advocacy,Community & Advocacy,"7665 Lacordaire Boulevard, Saint-Léonard, Montréal, QC, H1S 2A7",45.582659,-73.586853,1,approximate,514 252-3007,fqcsf.qc.ca,fqcsf@fqcsf.qc.ca,Province of Québec,Monday to Friday 9h00 to 17h00,Grouping of French-speaking scrabble clubs.* Information and referral.* Tournaments.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_fee60e9321,FÉDÉRATION QUÉBÉCOISE DES MASSOTHÉRAPEUTES AGRÉÉS,Medical,Medical,"110 Crémazie Boulevard West, Suite 201, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2P 1B9",45.54023,-73.64197,1,exact,1 800 363-9609,www.fqm.qc.ca/en,administration@fqm.qc.ca,Province of Québec,Monday to Friday 8h30 to 16h30,* Monitoring compliance with norms and standards of the profession.* Support for massage therapists in their professional practice.* Information and public protection.* Promotion of massage therapy benefits.* Directory: www.fqm.qc.ca/en/search-masso,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_65524f6abc,FÉDÉRATION ÉTUDIANTE COLLÉGIALE DU QUÉBEC,Legal,Legal,"824 Sainte-Croix Avenue, Saint-Laurent, Montréal, QC, H4L 3Y4",45.513738,-73.676529,1,exact,514 396-3320,www.fecq.org,info@fecq.org,Province of Québec,Monday to Friday 9h00 to 17h00,Defence and promotion of college students' rights and interests.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_945dabacb6,GAMBLING: HELP AND REFERRAL,Community & Advocacy,Community & Advocacy,Confidential Address,,,0,,514 527-0140,aidejeu.ca/en,jar@aidejeu.ca,Province of Québec,24 hours / 7 days,"Free, bilingual and confidential telephone service for information, support and referral regarding compulsive gambling and gaming.* Referrals to appropriate services and resources throughout Québec.* Online help through website and chat.* Telecounseling program for compulsive gamblers: short intervention done over the phone.* Managed by the Information and Referral Centre of Greater Montréal.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1a008519eb,GANG À RAMBROU (LA),Recreation & Culture,Recreation & Culture,"3920 de Rouen Street, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 1N3",45.578965,-73.538447,1,approximate,438 333-4264,rambrou.ca,rambrou@gmail.com,Greater Montréal,"Monday to Friday: 8h30 to 15h30, every second weekend: 8h30 to 15h30","Specialized organization that promotes social inclusion through the use of artistic media such as the performing and visual arts.* Social participation, integration and inclusion.* Performing arts, visual arts and music workshops.* Summer and spring break music camps in Abitibi.* Adapted job training program for adults wanting to explore performing arts occupations: costume design, production sets and other artistic projects.* Costume rental.* Mini-shop.* Bi-monthly weekend respite for adolescents and adults with ASD.* Artistic activities for caregivers.* Training as an artistic assistant - mediator.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_c32c4bc0b2,GARDE-MANGER POUR TOUS (LE),Food,Food; Education & Literacy,"755 Des Seigneurs Street, Le Sud-Ouest, Montréal, QC, H3J 1Y2",45.48934,-73.571657,1,exact,514 931-8830,garde-manger.qc.ca,gmpt@garde-manger.qc.ca,Montréal 1159,Monday to Friday 8h30 to 16h00,* Food distribution to community organizations.* Meals in elementary schools.* Social and professional integration programs.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_cc6438a4cc,GAY AND GREY MONTRÉAL,Gender & LGBTQ+,Seniors; Gender & LGBTQ+; Recreation & Culture,Confidential Address,,,0,,514 487-6760,gayandgreymontreal.com,info@ggmtl.org,Montréal Island,"variable according to the activity, weekly meetings when possible","Social group seeking to break isolation for English-speaking 2SLGBTQI+ seniors.* Recreational activities: museum visits, movies, dinners, physical activity, etc.* Weekly meeting.* Promotion of access to resources.* Raising awareness of community resources.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0f1aa7f206,GCC LA VIOLENCE,Shelter,Shelter; Seniors; Youth & Family; Education & Literacy,"545 Joliette Street, Suite 3, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 3E3",45.503182,-73.569806,1,approximate,514 257-9028,gcclaviolence.com,dg@gcclaviolence.com 126,Hochelaga-Maisonneuve,"activities: variable, Tuesday to Saturday, office: Monday to Friday 8h30 to 16h00","Prevention of violence and crime.* Intervention in schools and organization.* L'Apparte: social intervention for children and families living in public housing in Hochelaga-Maisonneuve, activities for young people, and community work with young people and seniors.* Studio Jeunesse: social intervention for teenagers living in public housing in Hochelaga-Maisonneuve and the surrounding neighborhood.* La Tour: intervention with seniors and people living alone in the Hochelaga housing tower.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_bd6697dc65,GEIPSI,Shelter,Shelter,"1223 Ontario Street East, Ville-Marie, Montréal, QC, H2L 1R5",45.521446,-73.562339,1,exact,514 523-0979,www.geipsi.ca,info@geipsi.ca,Montréal Island,"Monday, Tuesday and Wednesday: 9h00 to 12h00 and 13h00 to 16h00, Thursday: 9h00 to 12h00","Drop in centre.* Individual and one-time support.* Intervention and referrals by phone.* External accompaniment and assistance with procedures and individual meetings with a counsellor* Peer support.* Sexology service.* Housing project and external support.* Activities and outings.* Community lunches.* Needle exchange, condom distribution.* Thematic workshops once per month.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0db91ab395,GENDER CREATIVE KIDS CANADA,Medical,Medical; Legal; Youth & Family; Education & Literacy,"5425 de Bordeaux Street, Le Plateau-Mont-Royal, Montréal, QC, H2H 2P9",45.539706,-73.582655,1,exact,,gendercreativekids.com,administration@contactgckc.com,"Canada, support meetings for parents and guardians: Saint-Henri, festive activities: Montréal",,"Support and awareness for the inclusion of trans and non-binary youth.* Information, support and referral by email or online.* Support groups for parents of trans children and trans youth.* Support meetings for parents and guardians of trans children.* Hi Sam: educational guide for elementary school teachers addressing issues related to gender identity, roles, stereotypes and norms.* Gender Essentials: accessories to support gender affirmation.* Directory of trans-friendly therapy services providers: http://jeunesidentitescreatives.com/services* Festive and social activities for families: appel picking, sugar shack, winter party, etc.* Advocacy and promotion of the interests.* Public awareness and education.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_327531d8a6,GESTION DES TROIS PIGNONS,Shelter,Shelter,"1850 Bercy Street, Suite 201-B, Ville-Marie, Montréal, QC, H2K 2V2",,,0,,514 524-3015,gestiondestroispignons.ca,info@g3p.ca,Frontenac Towers,Monday to Friday 7h00 to 12h00 and 13h00 to 16h30,Housing for people on a low and moderate income with services.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_bdc210a3fa,GIRL GUIDES OF CANADA - QUÉBEC COUNCIL,Other,Other,Confidential Address,,,0,,1 800 565-8111,www.girlguides.ca/web/qc-en,info@guidescanada.ca,Province of Québec,,"* Promotion of girls' confidence, responsibility, initiative and courage through an age-appropriate program.* Recognition-based activities.* Ecological projects.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_7d71412075,GIRL'S PROGRAM - HER GENERATION,Medical,Medical; Youth & Family; Education & Literacy,"620 du Bord-du-Lac-Lakeshore Road, Suite 202, Dorval, Montréal, QC, H9S 2B6",45.439725,-73.735431,1,exact,514 898-9805,generationelles.ca,info@generationelles.ca,Province of Québec,Monday to Saturday 9h00 to 17h00,"Educational, mentoring and networking program for girls and teens to reinforce personal, emotional and social skills.* Conflicts, violence, bullying, addiction and mental health prevention workshops: anxiety, stress, depression, sadness, etc.* Self-defence strategies.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_3d0599e44e,GO JEUNESSE,Youth & Family,Youth & Family; Education & Literacy; Recreation & Culture,"200 Ontario Street East, Suite 3004, Ville-Marie, Montréal, QC, H2X 1H3",45.511298,-73.565779,1,approximate,438 410-5485,www.gojeunesse.org,goadmin@gojeunesse.org,Montréal Island,"office hours: Monday through Friday 9h00 à 17h00, programs and events: Monday through Friday 15h00 à 20h00",Sports and educational activities aimed at preventing school dropout.* Sports training for the 12 to 17 years old.* Day camps during the summer and school breaks for the 6 to 17 years old.* Homework help and tailored academic support.* Support services for the 17 to 29 years old.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1d15617af2,GRACE DART EXTENDED CARE CENTRE,Shelter,Shelter,"5155 Sainte-Catherine Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1V 2A5",45.578965,-73.538447,1,approximate,514 255-2834,ciusss-ouestmtl.gouv.qc.ca/contact-localisation/centres-dhebergement-et-de-soins-de-longue-duree- chsld/centre-de-soins-prolonges-grace-dart,,Montréal,,Permanent or transitory housing and long term care.* Users committee: website,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_dac9ed508c,GRAME,Medical,Medical,"735 Notre-Dame Street, Suite 202, Lachine, Montréal, QC, H8S 2B5",45.472559,-73.611669,1,approximate,514 634-7205,www.grame.org,info@grame.org,Province of Québec,variable,Promoting sustainable development and environmental protection.* Issuing recommendations that promote healthy ecosystems.* Environmental education and awareness programs.* Direct intervention in the field.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_5771822178,GRAND CHEMIN - MONTRÉAL (LE),Shelter,Shelter; Medical; Education & Literacy,"7070 Perras Boulevard, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1E 1A4",45.623085,-73.611447,1,exact,514 381-1218,www.legrandchemin.qc.ca,info@legrandchemin.qc.ca,Province of Québec,"office: Monday to Friday 8h30 to 16h30, housing: 24 hours / 7 days",In-patient Rehabilitation Centre for 8 to 10 weeks.* Separate programme for addiction to substances.* Separate programme for excessive gambling.* Separate programme for problematic Internet use.* Combined programme for addictions.* Evaluation.* Therapy services with housing.* Group meetings.* Individual follow-up.* Intervention towards close ones.* School program for residents.* Intervention by nature and adventure program.* Outpatient social reintegration service.* Health follow-up.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_aa1d4f76c6,GRAND POTAGER,Food,Food,"7000 LaSalle Boulevard, Verdun, Montréal, QC, H4H 2T1",45.44003,-73.579515,1,exact,,www.grandpotager.ca/en/home,direction@grandpotager.org,"Greater Montréal, priority to Verdun",by appointment,Urban agriculture resource centre.* Garden seedling production.* Grouping of food security and seedling projects.* Support and resources to urban agriculture community groups.* Social economy development.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_53249dace2,GRAND ÂGE (LE),Shelter,Shelter; Seniors,Confidential Address,,,0,,514 527-5720,,,Montréal Island,FOHM office: Monday to Friday 9h00 to 17h00,Subsidized housing for seniors.* Studios and 3½.* Automatic doors.* Community support.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_e13589ca93,GRANDE PORTE (LA),Food,Food; Youth & Family; Education & Literacy; Material Aid; Recreation & Culture,"8649 24th Avenue, Suite 4 or 7, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H1Z 3Z5",,,0,,514 721-1747,www.grandeporte.org,info@grandeporte.org,Saint-Michel,Monday to Friday 9h00 to 17h00,"* Living environment, animation, activities and support for youth.* Stimulation and support for children.* Youth socioprofessional integration program.* Youth prevention services.* Outreach work, intervention.* Coordination.* Day camp.* Meals at Saint-Noël-Chabanel primary school.* Distribution of school supplies. 321",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_cdac8b291f,GRANDE VADROUILLE (LA),Other,Other,"4450 Saint-Hubert Street, Suite 411, Le Plateau-Mont-Royal, Montréal, QC, H2J 2W9",45.525168,-73.58065,1,approximate,514 341-0443,grandevadrouille.com/en,info@grandevadrouille.com,"postal codes starting by H3S, H3T, H3V, H3W, H3P, H3R, H4P, H4A, H4B, H4V and H4X",Monday to Friday 9h00 to 16h30,Domestic assistance.* Personal assistance services.* Housekeeping and spring cleaning.* Respite care for caregivers.* Assistance with packing for a house move.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8d2897b61f,GREEK CANADIAN SENIOR CITIZENS ASSOCIATION OF MONTRÉAL-ASKLIPIOS,Seniors,Food; Medical; Legal; Translation; Immigration & Newcomers; Employment & Income; Seniors; Community & Advocacy,"549 Jarry Street West, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1G1",45.537104,-73.625126,1,approximate,"1
514 271-7224",,asklipios@hotmail.com,Villeray-Saint-Michel-Parc-Extension,"7 days, 7h00 to 16h00, office: Monday to Friday 9h00 to 15h00","Day centre.Support* Information and referral.* Assistance with filling out forms.* Security phone calls.* Friendly visits.* Information on seniors' rights.* Accompaniment and transportation to medical appointments and outings by volunteers.* Respite care in the home.* Tax clinic.Food* Community meals.* Christmas baskets.Activities* Social activities, coffee-chats, outings.* Yoga courses.* Conferences.Immigration and cultural communities* Translation.* Promotion of Greek culture.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_5da588dd51,GREEN PIRATES (THE),Food,Food,"3437 Sainte-catherine Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 2E1",45.578965,-73.538447,1,approximate,,www.lespiratesverts.org,infos@lespiratesverts.org,"Montréal Island, South Shore","food distribution: variable, visit their website or Facebook page",Walk-in Food bank.* Food distribution.* Emergency food distribution.* Saturday meal: hot meal with coffee for anyone.* Recovery and pick-up of food surplus.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_369ce7c56e,GREENE AVENUE COMMUNITY CENTRE,Community & Advocacy,Seniors; Youth & Family; Education & Literacy; Community & Advocacy; Recreation & Culture,"1090 Greene Avenue, Westmount, Montréal, QC, H3Z 1Z9",45.484663,-73.585414,1,exact,514 931-6202,centregreene.org,info@centregreene.org,Montréal Island,"Monday to Sunday, seniors' meals: September to May, 2nd and 4th Wednesday of the month 12h15 to 14h00, day camps: January, spring break, summer, pedagogical days","* After-school program.* Day camps.* Community lunches for seniors.* Sports, creative and educational activities.* Workshops.* Hall rental.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
