visit_group_id,center_id,period_start,period_end,key_need,k_anon_count,severity,population_group,language_need_flag,settlement_need_flag,indigenous_specific_need_flag
VG_000541,CTR_bfd4fcb8,2026-04-01,2026-06-30,General Support,11,low,,False,False,False
VG_000542,CTR_bfd4fcb8,2026-04-01,2026-06-30,Legal Aid,15,medium,,False,False,False
VG_000543,CTR_8a800a73,2026-04-01,2026-06-30,Settlement Navigation,30,low,immigrant_newcomer,True,True,False
VG_000544,CTR_8a800a73,2026-04-01,2026-06-30,Housing & Shelter,69,high,,False,False,False
VG_000545,CTR_10eec9fa,2026-04-01,2026-06-30,Food Support,48,high,immigrant_newcomer,True,True,False
VG_000546,CTR_fb01a6bb,2026-04-01,2026-06-30,Language Access,10,medium,immigrant_newcomer,True,True,False
VG_000547,CTR_fb01a6bb,2026-04-01,2026-06-30,Mental Health,38,low,,False,False,False
VG_000548,CTR_61929124,2026-04-01,2026-06-30,General Support,35,medium,general,False,False,False
VG_000549,CTR_61929124,2026-04-01,2026-06-30,Language Access,30,medium,immigrant_newcomer,True,True,False
VG_000550,CTR_3496cc4b,2026-04-01,2026-06-30,Employment,38,medium,immigrant_newcomer,True,True,False
VG_000551,CTR_3496cc4b,2026-04-01,2026-06-30,Legal Aid,24,medium,general,False,False,False
VG_000552,CTR_99e85083,2026-04-01,2026-06-30,Food Support,9,low,immigrant_newcomer,True,True,False
VG_000553,CTR_99e85083,2026-04-01,2026-06-30,Family Services,13,low,general,False,False,False
VG_000554,CTR_d4d908e6,2026-04-01,2026-06-30,Employment,24,medium,general,False,False,False
VG_000555,CTR_d4d908e6,2026-04-01,2026-06-30,General Support,27,low,general,False,False,False
VG_000556,CTR_d4d908e6,2026-04-01,2026-06-30,Settlement Navigation,20,low,immigrant_newcomer,True,True,False
VG_000557,CTR_895eb69b,2026-04-01,2026-06-30,Legal Aid,38,low,,False,False,False
VG_000558,CTR_895eb69b,2026-04-01,2026-06-30,Language Access,59,medium,immigrant_newcomer,True,True,False
VG_000559,CTR_ffc92964,2026-04-01,2026-06-30,Housing & Shelter,22,low,immigrant_newcomer,True,True,False
VG_000560,CTR_ce70012b,2026-04-01,2026-06-30,Mental Health,31,medium,immigrant_newcomer,True,True,False
VG_000561,CTR_ce70012b,2026-04-01,2026-06-30,Family Services,11,low,immigrant_newcomer,True,True,False
VG_000562,CTR_ce70012b,2026-04-01,2026-06-30,Housing & Shelter,25,medium,general,False,False,False
VG_000563,CTR_b0ba8978,2026-04-01,2026-06-30,Housing & Shelter,39,medium,immigrant_newcomer,True,True,False
VG_000564,CTR_b0ba8978,2026-04-01,2026-06-30,Family Services,11,medium,general,False,False,False
VG_000565,CTR_b0ba8978,2026-04-01,2026-06-30,Food Support,19,high,,False,False,False
VG_000566,CTR_f6f44776,2026-04-01,2026-06-30,Food Support,12,high,,False,False,False
VG_000567,CTR_f6f44776,2026-04-01,2026-06-30,Legal Aid,23,low,general,False,False,False
VG_000568,CTR_f6f44776,2026-04-01,2026-06-30,Housing & Shelter,10,medium,immigrant_newcomer,True,True,False
VG_000569,CTR_cbbdcdc7,2026-04-01,2026-06-30,Legal Aid,15,medium,general,False,False,False
VG_000570,CTR_cbbdcdc7,2026-04-01,2026-06-30,Family Services,18,low,general,False,False,False
VG_000571,CTR_cbbdcdc7,2026-04-01,2026-06-30,Language Access,16,low,general,True,False,False
VG_000572,CTR_bb6c5b14,2026-04-01,2026-06-30,Food Support,15,medium,general,False,False,False
VG_000573,CTR_b849d135,2026-04-01,2026-06-30,Food Support,18,low,general,False,False,False
VG_000574,CTR_d45ef0f4,2026-04-01,2026-06-30,Language Access,43,low,immigrant_newcomer,True,True,False
VG_000575,CTR_d45ef0f4,2026-04-01,2026-06-30,General Support,19,low,general,False,False,False
VG_000576,CTR_d45ef0f4,2026-04-01,2026-06-30,Employment,15,medium,general,False,False,False
VG_000577,CTR_05febee2,2026-04-01,2026-06-30,Food Support,14,medium,general,False,False,False
VG_000578,CTR_05febee2,2026-04-01,2026-06-30,Mental Health,15,low,immigrant_newcomer,True,True,False
VG_000579,CTR_97dc7d3e,2026-04-01,2026-06-30,Settlement Navigation,16,medium,immigrant_newcomer,True,True,False
VG_000580,CTR_97dc7d3e,2026-04-01,2026-06-30,Employment,19,medium,general,False,False,False
VG_000581,CTR_da2a1590,2026-04-01,2026-06-30,Language Access,12,low,general,True,False,False
VG_000582,CTR_32fdd962,2026-04-01,2026-06-30,Mental Health,17,low,general,False,False,False
VG_000583,CTR_2f47e55b,2026-04-01,2026-06-30,Food Support,11,medium,general,False,False,False
VG_000584,CTR_2f47e55b,2026-04-01,2026-06-30,Employment,29,medium,immigrant_newcomer,True,True,False
VG_000585,CTR_2f47e55b,2026-04-01,2026-06-30,Settlement Navigation,19,low,immigrant_newcomer,True,True,False
VG_000586,CTR_fdd629ba,2026-04-01,2026-06-30,Family Services,31,high,general,False,False,False
VG_000587,CTR_2322ae7b,2026-04-01,2026-06-30,Settlement Navigation,17,medium,general,False,True,False
VG_000588,CTR_e5db4185,2026-04-01,2026-06-30,Family Services,21,high,immigrant_newcomer,True,True,False
VG_000589,CTR_2cf3eb67,2026-04-01,2026-06-30,Mental Health,6,low,general,False,False,False
VG_000590,CTR_2cf3eb67,2026-04-01,2026-06-30,General Support,12,low,general,False,False,False
VG_000591,CTR_2cf3eb67,2026-04-01,2026-06-30,Food Support,12,medium,immigrant_newcomer,True,True,False
VG_000592,CTR_2a8b04d8,2026-04-01,2026-06-30,Mental Health,23,high,general,False,False,False
VG_000593,CTR_2a6b71d9,2026-04-01,2026-06-30,Legal Aid,12,high,immigrant_newcomer,True,True,False
VG_000594,CTR_2a6b71d9,2026-04-01,2026-06-30,Mental Health,64,medium,immigrant_newcomer,True,True,False
VG_000595,CTR_2a6b71d9,2026-04-01,2026-06-30,Food Support,42,low,,False,False,False
VG_000596,CTR_51a67ccf,2026-04-01,2026-06-30,Housing & Shelter,45,medium,,False,False,False
VG_000597,CTR_51a67ccf,2026-04-01,2026-06-30,Food Support,12,medium,,False,False,False
VG_000598,CTR_51a67ccf,2026-04-01,2026-06-30,General Support,18,high,general,False,False,False
VG_000599,CTR_34f15c83,2026-04-01,2026-06-30,Housing & Shelter,44,medium,immigrant_newcomer,True,True,False
VG_000600,CTR_34f15c83,2026-04-01,2026-06-30,Mental Health,13,medium,general,False,False,False
VG_000601,CTR_1468a5a0,2026-04-01,2026-06-30,Language Access,30,medium,general,True,False,False
VG_000602,CTR_1a8c8e18,2026-04-01,2026-06-30,Language Access,59,low,general,True,False,False
VG_000603,CTR_1a8c8e18,2026-04-01,2026-06-30,Food Support,19,medium,general,False,False,False
VG_000604,CTR_1a8c8e18,2026-04-01,2026-06-30,General Support,9,low,general,False,False,False
VG_000605,CTR_2ad325ff,2026-04-01,2026-06-30,Housing & Shelter,16,medium,,False,False,False
VG_000606,CTR_2ad325ff,2026-04-01,2026-06-30,Employment,9,low,,False,False,False
VG_000607,CTR_c5faf7e6,2026-04-01,2026-06-30,Housing & Shelter,15,low,,False,False,False
VG_000608,CTR_c5faf7e6,2026-04-01,2026-06-30,Mental Health,80,medium,general,False,False,False
VG_000609,CTR_942ac702,2026-04-01,2026-06-30,Family Services,10,medium,general,False,False,False
VG_000610,CTR_942ac702,2026-04-01,2026-06-30,Settlement Navigation,34,low,general,False,True,False
VG_000611,CTR_942ac702,2026-04-01,2026-06-30,Food Support,10,medium,general,False,False,False
VG_000612,CTR_0bb44339,2026-04-01,2026-06-30,General Support,7,medium,general,False,False,False
VG_000613,CTR_0bb44339,2026-04-01,2026-06-30,Settlement Navigation,14,low,immigrant_newcomer,True,True,False
VG_000614,CTR_a96b622b,2026-04-01,2026-06-30,Employment,24,medium,general,False,False,False
VG_000615,CTR_a96b622b,2026-04-01,2026-06-30,Family Services,32,medium,general,False,False,False
VG_000616,CTR_52ff228a,2026-04-01,2026-06-30,Food Support,20,medium,general,False,False,False
VG_000617,CTR_52ff228a,2026-04-01,2026-06-30,Family Services,24,high,general,False,False,False
VG_000618,CTR_52ff228a,2026-04-01,2026-06-30,Housing & Shelter,14,high,general,False,False,False
VG_000619,CTR_44390098,2026-04-01,2026-06-30,Language Access,27,high,general,True,False,False
VG_000620,CTR_44390098,2026-04-01,2026-06-30,General Support,17,medium,immigrant_newcomer,True,True,False
VG_000621,CTR_44390098,2026-04-01,2026-06-30,Legal Aid,43,low,immigrant_newcomer,True,True,False
VG_000622,CTR_fb9293d2,2026-04-01,2026-06-30,General Support,22,medium,general,False,False,False
VG_000623,CTR_fb9293d2,2026-04-01,2026-06-30,Employment,53,medium,general,False,False,False
VG_000624,CTR_fb9293d2,2026-04-01,2026-06-30,Mental Health,50,medium,immigrant_newcomer,True,True,False
VG_000625,CTR_13cc0a8a,2026-04-01,2026-06-30,Language Access,38,low,immigrant_newcomer,True,True,False
VG_000626,CTR_13cc0a8a,2026-04-01,2026-06-30,Legal Aid,8,high,general,False,False,False
VG_000627,CTR_13cc0a8a,2026-04-01,2026-06-30,General Support,27,medium,immigrant_newcomer,True,True,False
VG_000628,CTR_a4d9da8e,2026-04-01,2026-06-30,Family Services,34,low,general,False,False,False
VG_000629,CTR_a4d9da8e,2026-04-01,2026-06-30,Mental Health,23,medium,immigrant_newcomer,True,True,False
VG_000630,CTR_70b08b50,2026-04-01,2026-06-30,Family Services,34,high,general,False,False,False
VG_000631,CTR_70b08b50,2026-04-01,2026-06-30,General Support,36,medium,general,False,False,False
VG_000632,CTR_bae0c38f,2026-04-01,2026-06-30,Employment,8,low,,False,False,False
VG_000633,CTR_bae0c38f,2026-04-01,2026-06-30,General Support,24,low,general,False,False,False
VG_000634,CTR_bae0c38f,2026-04-01,2026-06-30,Food Support,20,medium,immigrant_newcomer,True,True,False
VG_000635,CTR_db507f6f,2026-04-01,2026-06-30,Housing & Shelter,24,low,,False,False,False
VG_000636,CTR_db507f6f,2026-04-01,2026-06-30,Settlement Navigation,29,medium,immigrant_newcomer,True,True,False
VG_000637,CTR_ebf74092,2026-04-01,2026-06-30,Legal Aid,35,medium,immigrant_newcomer,True,True,False
VG_000638,CTR_ebf74092,2026-04-01,2026-06-30,Family Services,15,low,general,False,False,False
VG_000639,CTR_ebf74092,2026-04-01,2026-06-30,Language Access,69,low,immigrant_newcomer,True,True,False
VG_000640,CTR_55cc0c2f,2026-04-01,2026-06-30,Employment,11,low,general,False,False,False
VG_000641,CTR_55cc0c2f,2026-04-01,2026-06-30,Family Services,41,medium,general,False,False,False
VG_000642,CTR_be1b8ae1,2026-04-01,2026-06-30,Housing & Shelter,18,medium,,False,False,False
VG_000643,CTR_be1b8ae1,2026-04-01,2026-06-30,Settlement Navigation,24,low,immigrant_newcomer,True,True,False
VG_000644,CTR_6cdf8b98,2026-04-01,2026-06-30,General Support,10,low,general,False,False,False
VG_000645,CTR_6cdf8b98,2026-04-01,2026-06-30,Housing & Shelter,29,high,,False,False,False
VG_000646,CTR_6cdf8b98,2026-04-01,2026-06-30,Settlement Navigation,44,high,general,False,True,False
VG_000647,CTR_7011312a,2026-04-01,2026-06-30,Food Support,12,low,immigrant_newcomer,True,True,False
VG_000648,CTR_7011312a,2026-04-01,2026-06-30,Housing & Shelter,40,medium,general,False,False,False
VG_000649,CTR_7011312a,2026-04-01,2026-06-30,Employment,17,medium,,False,False,False
VG_000650,CTR_ed88903a,2026-04-01,2026-06-30,Housing & Shelter,23,high,general,False,False,False
VG_000651,CTR_ed88903a,2026-04-01,2026-06-30,Mental Health,10,medium,general,False,False,False
VG_000652,CTR_ed88903a,2026-04-01,2026-06-30,Language Access,31,medium,immigrant_newcomer,True,True,False
VG_000653,CTR_9b56a2b0,2026-04-01,2026-06-30,Housing & Shelter,11,high,general,False,False,False
VG_000654,CTR_9b56a2b0,2026-04-01,2026-06-30,Family Services,65,medium,immigrant_newcomer,True,True,False
VG_000655,CTR_9b56a2b0,2026-04-01,2026-06-30,Mental Health,21,low,general,False,False,False
VG_000656,CTR_8e75420e,2026-04-01,2026-06-30,Language Access,19,low,general,True,False,False
VG_000657,CTR_4aa408d2,2026-04-01,2026-06-30,Settlement Navigation,29,low,general,False,True,False
VG_000658,CTR_4aa408d2,2026-04-01,2026-06-30,Employment,13,high,immigrant_newcomer,True,True,False
VG_000659,CTR_4aa408d2,2026-04-01,2026-06-30,Family Services,20,low,general,False,False,False
VG_000660,CTR_6ea72894,2026-04-01,2026-06-30,Employment,40,medium,,False,False,False
VG_000661,CTR_dccdee98,2026-04-01,2026-06-30,Mental Health,75,low,immigrant_newcomer,True,True,False
VG_000662,CTR_270b56ee,2026-04-01,2026-06-30,Settlement Navigation,23,medium,general,False,True,False
VG_000663,CTR_270b56ee,2026-04-01,2026-06-30,Legal Aid,9,medium,immigrant_newcomer,True,True,False
VG_000664,CTR_5f18dac5,2026-04-01,2026-06-30,Language Access,40,medium,immigrant_newcomer,True,True,False
VG_000665,CTR_5f18dac5,2026-04-01,2026-06-30,Legal Aid,18,medium,immigrant_newcomer,True,True,False
VG_000666,CTR_5f18dac5,2026-04-01,2026-06-30,General Support,10,low,general,False,False,False
VG_000667,CTR_93955783,2026-04-01,2026-06-30,Mental Health,42,medium,general,False,False,False
VG_000668,CTR_93955783,2026-04-01,2026-06-30,General Support,52,medium,general,False,False,False
VG_000669,CTR_93955783,2026-04-01,2026-06-30,Housing & Shelter,22,medium,,False,False,False
VG_000670,CTR_fb546b7f,2026-04-01,2026-06-30,Family Services,18,medium,,False,False,False
VG_000671,CTR_fb546b7f,2026-04-01,2026-06-30,General Support,63,high,general,False,False,False
VG_000672,CTR_fb546b7f,2026-04-01,2026-06-30,Food Support,25,low,general,False,False,False
VG_000673,CTR_3b1ac639,2026-04-01,2026-06-30,Food Support,11,low,general,False,False,False
VG_000674,CTR_3b1ac639,2026-04-01,2026-06-30,Family Services,9,medium,immigrant_newcomer,True,True,False
VG_000675,CTR_3b1ac639,2026-04-01,2026-06-30,General Support,7,high,immigrant_newcomer,True,True,False
VG_000676,CTR_192ac3c7,2026-04-01,2026-06-30,Settlement Navigation,29,high,immigrant_newcomer,True,True,False
VG_000677,CTR_c307e795,2026-04-01,2026-06-30,Legal Aid,13,high,,False,False,False
VG_000678,CTR_c307e795,2026-04-01,2026-06-30,Food Support,7,medium,immigrant_newcomer,True,True,False
VG_000679,CTR_c307e795,2026-04-01,2026-06-30,Employment,31,high,immigrant_newcomer,True,True,False
VG_000680,CTR_49cd6069,2026-04-01,2026-06-30,Housing & Shelter,11,low,general,False,False,False
VG_000681,CTR_49cd6069,2026-04-01,2026-06-30,Food Support,12,medium,general,False,False,False
VG_000682,CTR_49cd6069,2026-04-01,2026-06-30,Employment,25,low,general,False,False,False
VG_000683,CTR_9b34b30f,2026-04-01,2026-06-30,Family Services,18,medium,,False,False,False
VG_000684,CTR_702a0440,2026-04-01,2026-06-30,Housing & Shelter,9,low,general,False,False,False
VG_000685,CTR_702a0440,2026-04-01,2026-06-30,Employment,30,low,general,False,False,False
VG_000686,CTR_e4cce3a8,2026-04-01,2026-06-30,General Support,23,low,,False,False,False
VG_000687,CTR_553a357c,2026-04-01,2026-06-30,Legal Aid,23,medium,,False,False,False
VG_000688,CTR_553a357c,2026-04-01,2026-06-30,Mental Health,47,high,general,False,False,False
VG_000689,CTR_553a357c,2026-04-01,2026-06-30,Family Services,24,low,general,False,False,False
VG_000690,CTR_dff8f59a,2026-04-01,2026-06-30,Settlement Navigation,10,low,general,False,True,False
VG_000691,CTR_dff8f59a,2026-04-01,2026-06-30,Family Services,19,low,general,False,False,False
VG_000692,CTR_dff8f59a,2026-04-01,2026-06-30,Legal Aid,46,medium,general,False,False,False
VG_000693,CTR_cbb2a6fb,2026-04-01,2026-06-30,Mental Health,130,medium,,False,False,False
VG_000694,CTR_12610bd7,2026-04-01,2026-06-30,Language Access,11,medium,general,True,False,False
VG_000695,CTR_ab6d28ff,2026-04-01,2026-06-30,Employment,10,high,,False,False,False
VG_000696,CTR_ab6d28ff,2026-04-01,2026-06-30,Family Services,17,medium,general,False,False,False
VG_000697,CTR_4ceac893,2026-04-01,2026-06-30,Legal Aid,19,medium,,False,False,False
VG_000698,CTR_879605ff,2026-04-01,2026-06-30,Settlement Navigation,16,medium,immigrant_newcomer,True,True,False
VG_000699,CTR_11dbb922,2026-04-01,2026-06-30,Legal Aid,16,medium,immigrant_newcomer,True,True,False
VG_000700,CTR_11dbb922,2026-04-01,2026-06-30,Language Access,18,medium,general,True,False,False
VG_000701,CTR_00c2cbdf,2026-04-01,2026-06-30,Legal Aid,37,medium,,False,False,False
VG_000702,CTR_00c2cbdf,2026-04-01,2026-06-30,Settlement Navigation,19,high,general,False,True,False
VG_000703,CTR_c03cfba7,2026-04-01,2026-06-30,Housing & Shelter,17,low,general,False,False,False
VG_000704,CTR_c03cfba7,2026-04-01,2026-06-30,Food Support,14,low,immigrant_newcomer,True,True,False
VG_000705,CTR_c03cfba7,2026-04-01,2026-06-30,Employment,41,medium,,False,False,False
VG_000706,CTR_d7304727,2026-04-01,2026-06-30,Housing & Shelter,17,medium,,False,False,False
VG_000707,CTR_d7304727,2026-04-01,2026-06-30,Food Support,7,medium,immigrant_newcomer,True,True,False
VG_000708,CTR_0c96c919,2026-04-01,2026-06-30,Employment,13,high,general,False,False,False
VG_000709,CTR_0c96c919,2026-04-01,2026-06-30,Food Support,15,medium,general,False,False,False
VG_000710,CTR_0c96c919,2026-04-01,2026-06-30,Settlement Navigation,53,medium,general,False,True,False
VG_000711,CTR_af897fea,2026-04-01,2026-06-30,Settlement Navigation,17,low,immigrant_newcomer,True,True,False
VG_000712,CTR_af897fea,2026-04-01,2026-06-30,General Support,17,low,general,False,False,False
VG_000713,CTR_af897fea,2026-04-01,2026-06-30,Language Access,15,medium,immigrant_newcomer,True,True,False
VG_000714,CTR_58e44935,2026-04-01,2026-06-30,General Support,67,high,,False,False,False
VG_000715,CTR_58e44935,2026-04-01,2026-06-30,Legal Aid,155,high,,False,False,False
VG_000716,CTR_51eae46e,2026-04-01,2026-06-30,Mental Health,11,low,general,False,False,False
VG_000717,CTR_51eae46e,2026-04-01,2026-06-30,Legal Aid,32,medium,general,False,False,False
VG_000718,CTR_1d50b591,2026-04-01,2026-06-30,Housing & Shelter,47,medium,immigrant_newcomer,True,True,False
VG_000719,CTR_1d50b591,2026-04-01,2026-06-30,Legal Aid,7,high,immigrant_newcomer,True,True,False
VG_000720,CTR_1d50b591,2026-04-01,2026-06-30,Mental Health,18,medium,general,False,False,False
VG_000721,CTR_ac415209,2026-04-01,2026-06-30,Employment,11,low,general,False,False,False
VG_000722,CTR_ac415209,2026-04-01,2026-06-30,General Support,33,medium,general,False,False,False
VG_000723,CTR_ef9cf3c8,2026-04-01,2026-06-30,Housing & Shelter,12,high,immigrant_newcomer,True,True,False
VG_000724,CTR_ef9cf3c8,2026-04-01,2026-06-30,Family Services,11,high,immigrant_newcomer,True,True,False
VG_000725,CTR_ef9cf3c8,2026-04-01,2026-06-30,Food Support,13,low,immigrant_newcomer,True,True,False
VG_000726,CTR_41cdd7de,2026-04-01,2026-06-30,Language Access,19,medium,immigrant_newcomer,True,True,False
VG_000727,CTR_41cdd7de,2026-04-01,2026-06-30,Family Services,18,medium,general,False,False,False
VG_000728,CTR_41cdd7de,2026-04-01,2026-06-30,Legal Aid,10,low,immigrant_newcomer,True,True,False
VG_000729,CTR_920a5c82,2026-04-01,2026-06-30,Legal Aid,12,medium,immigrant_newcomer,True,True,False
VG_000730,CTR_920a5c82,2026-04-01,2026-06-30,Food Support,11,medium,immigrant_newcomer,True,True,False
VG_000731,CTR_920a5c82,2026-04-01,2026-06-30,General Support,15,medium,immigrant_newcomer,True,True,False
VG_000732,CTR_b3910901,2026-04-01,2026-06-30,Food Support,68,medium,general,False,False,False
VG_000733,CTR_b3910901,2026-04-01,2026-06-30,Employment,30,low,,False,False,False
VG_000734,CTR_b3910901,2026-04-01,2026-06-30,Language Access,17,high,immigrant_newcomer,True,True,False
VG_000735,CTR_3b9354ba,2026-04-01,2026-06-30,General Support,12,medium,,False,False,False
VG_000736,CTR_3b9354ba,2026-04-01,2026-06-30,Settlement Navigation,12,low,immigrant_newcomer,True,True,False
VG_000737,CTR_3b9354ba,2026-04-01,2026-06-30,Language Access,17,medium,immigrant_newcomer,True,True,False
VG_000738,CTR_d6d76016,2026-04-01,2026-06-30,Legal Aid,50,low,immigrant_newcomer,True,True,False
VG_000739,CTR_d6d76016,2026-04-01,2026-06-30,Settlement Navigation,16,medium,immigrant_newcomer,True,True,False
VG_000740,CTR_61d972cd,2026-04-01,2026-06-30,Employment,12,medium,immigrant_newcomer,True,True,False
VG_000741,CTR_61d972cd,2026-04-01,2026-06-30,Food Support,37,low,,False,False,False
VG_000742,CTR_61d972cd,2026-04-01,2026-06-30,Language Access,15,medium,general,True,False,False
VG_000743,CTR_3e6ed19e,2026-04-01,2026-06-30,Mental Health,15,medium,general,False,False,False
VG_000744,CTR_fa3e34fc,2026-04-01,2026-06-30,Legal Aid,32,medium,,False,False,False
VG_000745,CTR_fa3e34fc,2026-04-01,2026-06-30,Language Access,39,high,immigrant_newcomer,True,True,False
VG_000746,CTR_fa3e34fc,2026-04-01,2026-06-30,Food Support,12,low,general,False,False,False
VG_000747,CTR_c6676fa3,2026-04-01,2026-06-30,General Support,34,high,general,False,False,False
VG_000748,CTR_c6676fa3,2026-04-01,2026-06-30,Housing & Shelter,14,medium,general,False,False,False
VG_000749,CTR_a8c33ce1,2026-04-01,2026-06-30,Legal Aid,29,low,general,False,False,False
VG_000750,CTR_a8c33ce1,2026-04-01,2026-06-30,Employment,33,medium,general,False,False,False
VG_000751,CTR_4612c3c7,2026-04-01,2026-06-30,Legal Aid,22,medium,general,False,False,False
VG_000752,CTR_4612c3c7,2026-04-01,2026-06-30,Family Services,20,low,,False,False,False
VG_000753,CTR_4612c3c7,2026-04-01,2026-06-30,Mental Health,18,low,immigrant_newcomer,True,True,False
VG_000754,CTR_9ccdcd17,2026-04-01,2026-06-30,Settlement Navigation,20,low,immigrant_newcomer,True,True,False
VG_000755,CTR_9ccdcd17,2026-04-01,2026-06-30,Language Access,18,high,immigrant_newcomer,True,True,False
VG_000756,CTR_e53ba3f9,2026-04-01,2026-06-30,Legal Aid,42,high,,False,False,False
VG_000757,CTR_e53ba3f9,2026-04-01,2026-06-30,Housing & Shelter,17,medium,immigrant_newcomer,True,True,False
VG_000758,CTR_90e6839f,2026-04-01,2026-06-30,Language Access,8,medium,immigrant_newcomer,True,True,False
VG_000759,CTR_90e6839f,2026-04-01,2026-06-30,General Support,9,high,immigrant_newcomer,True,True,False
VG_000760,CTR_90e6839f,2026-04-01,2026-06-30,Mental Health,17,medium,,False,False,False
VG_000761,CTR_23602951,2026-04-01,2026-06-30,Food Support,15,medium,general,False,False,False
VG_000762,CTR_23602951,2026-04-01,2026-06-30,General Support,14,medium,general,False,False,False
VG_000763,CTR_b6522042,2026-04-01,2026-06-30,Language Access,29,high,immigrant_newcomer,True,True,False
VG_000764,CTR_b6522042,2026-04-01,2026-06-30,Legal Aid,9,low,general,False,False,False
VG_000765,CTR_a314ecbd,2026-04-01,2026-06-30,Language Access,8,low,immigrant_newcomer,True,True,False
VG_000766,CTR_a314ecbd,2026-04-01,2026-06-30,Housing & Shelter,17,low,general,False,False,False
VG_000767,CTR_f50a3349,2026-04-01,2026-06-30,Food Support,10,low,general,False,False,False
VG_000768,CTR_f50a3349,2026-04-01,2026-06-30,Housing & Shelter,30,low,general,False,False,False
VG_000769,CTR_a3e52633,2026-04-01,2026-06-30,Language Access,41,medium,immigrant_newcomer,True,True,False
VG_000770,CTR_a3e52633,2026-04-01,2026-06-30,Settlement Navigation,33,medium,immigrant_newcomer,True,True,False
VG_000771,CTR_a3e52633,2026-04-01,2026-06-30,Housing & Shelter,27,medium,immigrant_newcomer,True,True,False
VG_000772,CTR_c166ef43,2026-04-01,2026-06-30,Settlement Navigation,31,high,immigrant_newcomer,True,True,False
VG_000773,CTR_c166ef43,2026-04-01,2026-06-30,Housing & Shelter,18,medium,general,False,False,False
VG_000774,CTR_c166ef43,2026-04-01,2026-06-30,Family Services,33,low,immigrant_newcomer,True,True,False
VG_000775,CTR_d7eec2cd,2026-04-01,2026-06-30,Language Access,31,medium,immigrant_newcomer,True,True,False
VG_000776,CTR_d7eec2cd,2026-04-01,2026-06-30,Settlement Navigation,13,medium,immigrant_newcomer,True,True,False
VG_000777,CTR_d7eec2cd,2026-04-01,2026-06-30,Family Services,7,high,,False,False,False
VG_000778,CTR_fa8094d1,2026-04-01,2026-06-30,Food Support,14,medium,general,False,False,False
VG_000779,CTR_fa8094d1,2026-04-01,2026-06-30,Mental Health,16,low,,False,False,False
VG_000780,CTR_fa8094d1,2026-04-01,2026-06-30,Legal Aid,27,medium,immigrant_newcomer,True,True,False
VG_000781,CTR_382d93b1,2026-04-01,2026-06-30,General Support,26,low,,False,False,False
VG_000782,CTR_382d93b1,2026-04-01,2026-06-30,Language Access,22,medium,immigrant_newcomer,True,True,False
VG_000783,CTR_382d93b1,2026-04-01,2026-06-30,Mental Health,12,low,general,False,False,False
VG_000784,CTR_ab0b5d31,2026-04-01,2026-06-30,Language Access,25,medium,general,True,False,False
VG_000785,CTR_ab0b5d31,2026-04-01,2026-06-30,Family Services,37,medium,general,False,False,False
VG_000786,CTR_ab0b5d31,2026-04-01,2026-06-30,Legal Aid,54,medium,immigrant_newcomer,True,True,False
VG_000787,CTR_a4a17932,2026-04-01,2026-06-30,Housing & Shelter,99,low,general,False,False,False
VG_000788,CTR_a4a17932,2026-04-01,2026-06-30,Legal Aid,31,low,general,False,False,False
VG_000789,CTR_546318fd,2026-04-01,2026-06-30,Employment,62,medium,,False,False,False
VG_000790,CTR_546318fd,2026-04-01,2026-06-30,Food Support,27,low,,False,False,False
VG_000791,CTR_546318fd,2026-04-01,2026-06-30,Legal Aid,20,medium,general,False,False,False
VG_000792,CTR_006375bb,2026-04-01,2026-06-30,Family Services,35,medium,immigrant_newcomer,True,True,False
VG_000793,CTR_006375bb,2026-04-01,2026-06-30,Settlement Navigation,15,medium,general,False,True,False
VG_000794,CTR_006375bb,2026-04-01,2026-06-30,Food Support,17,medium,,False,False,False
VG_000795,CTR_f54c05d0,2026-04-01,2026-06-30,Housing & Shelter,13,medium,immigrant_newcomer,True,True,False
VG_000796,CTR_f54c05d0,2026-04-01,2026-06-30,Food Support,49,medium,immigrant_newcomer,True,True,False
VG_000797,CTR_80a711d6,2026-04-01,2026-06-30,Food Support,16,medium,,False,False,False
VG_000798,CTR_80a711d6,2026-04-01,2026-06-30,Mental Health,7,low,general,False,False,False
VG_000799,CTR_80a711d6,2026-04-01,2026-06-30,Housing & Shelter,20,low,,False,False,False
VG_000800,CTR_154ad4d1,2026-04-01,2026-06-30,Family Services,62,medium,,False,False,False
VG_000801,CTR_154ad4d1,2026-04-01,2026-06-30,Food Support,21,medium,general,False,False,False
VG_000802,CTR_2186c7a3,2026-04-01,2026-06-30,Language Access,37,high,immigrant_newcomer,True,True,False
VG_000803,CTR_2186c7a3,2026-04-01,2026-06-30,Mental Health,11,high,,False,False,False
VG_000804,CTR_2186c7a3,2026-04-01,2026-06-30,General Support,21,medium,general,False,False,False
VG_000805,CTR_50c86899,2026-04-01,2026-06-30,General Support,19,low,immigrant_newcomer,True,True,False
VG_000806,CTR_50c86899,2026-04-01,2026-06-30,Food Support,20,medium,,False,False,False
VG_000807,CTR_ca73a90a,2026-04-01,2026-06-30,Food Support,9,low,immigrant_newcomer,True,True,False
VG_000808,CTR_ca73a90a,2026-04-01,2026-06-30,General Support,13,medium,,False,False,False
VG_000809,CTR_4a14a8e2,2026-04-01,2026-06-30,Food Support,18,low,general,False,False,False
